id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
430,43,F,2455,Célibataire,Consulting,Consultant,0,80,9,8,7,3,3,1,4,1,3,430,3,Non,19 %,Non,0,5,1,430,10,4,Infra & Cloud,Y,Frequent,1,7
431,49,F,13964,Célibataire,Consulting,Manager,7,80,25,7,1,3,2,4,3,4,3,431,3,Oui,12 %,Non,0,2,1,431,1,2,Entrepreunariat,Y,Occasionnel,0,7
433,52,M,4941,Marié(e),Consulting,Assistant de Direction,2,80,11,8,2,3,2,2,2,1,2,433,3,Non,15 %,Oui,0,3,1,433,8,4,Transformation Digitale,Y,Occasionnel,7,7
434,27,F,2478,Célibataire,Consulting,Assistant de Direction,1,80,4,4,3,3,3,1,2,2,2,434,3,Oui,12 %,Non,0,2,1,434,5,3,Infra & Cloud,Y,Occasionnel,1,2
436,32,F,5228,Marié(e),Commercial,Cadre Commercial,1,80,13,13,12,3,2,2,2,4,3,436,3,Oui,11 %,Non,0,2,1,436,8,2,Entrepreunariat,Y,Occasionnel,11,9
437,27,M,4478,Célibataire,Commercial,Cadre Commercial,1,80,5,5,4,4,3,2,3,1,3,437,3,Oui,11 %,Non,0,3,1,437,2,3,Infra & Cloud,Y,Occasionnel,0,4
438,31,M,7547,Divorcé(e),Commercial,Cadre Commercial,4,80,13,7,7,4,3,2,4,4,3,438,3,Non,12 %,Non,3,3,1,438,7,3,Marketing,Y,Occasionnel,1,7
439,32,F,5055,Célibataire,Consulting,Assistant de Direction,7,80,10,7,7,1,4,2,4,3,2,439,3,Non,16 %,Non,0,0,1,439,2,4,Transformation Digitale,Y,Occasionnel,0,7
440,28,M,3464,Marié(e),Consulting,Assistant de Direction,5,80,5,3,2,1,1,1,4,4,2,440,3,Oui,13 %,Oui,0,4,1,440,2,4,Transformation Digitale,Y,Occasionnel,2,2
441,30,F,5775,Marié(e),Consulting,Assistant de Direction,1,80,11,10,8,4,3,2,4,4,3,441,3,Non,13 %,Non,2,2,1,441,28,2,Transformation Digitale,Y,Occasionnel,1,9
442,31,F,8943,Marié(e),Consulting,Tech Lead,1,80,10,10,9,3,2,3,3,1,3,442,4,Non,24 %,Non,1,2,1,442,7,2,Infra & Cloud,Y,Frequent,8,9
444,39,M,19272,Marié(e),Consulting,Senior Manager,1,80,21,21,9,3,2,5,4,1,3,444,3,Non,15 %,Non,1,2,1,444,7,2,Transformation Digitale,Y,Frequent,13,3
445,39,F,5238,Marié(e),Commercial,Cadre Commercial,4,80,12,1,0,4,3,2,3,1,2,445,3,Oui,18 %,Oui,0,3,1,445,3,2,Transformation Digitale,Y,Occasionnel,0,0
446,33,M,4682,Célibataire,Commercial,Cadre Commercial,3,80,9,7,7,2,2,2,4,3,2,446,3,Non,14 %,Non,0,6,1,446,10,3,Marketing,Y,Frequent,0,1
447,47,M,18300,Marié(e),Consulting,Directeur Technique,4,80,21,3,2,4,3,5,3,2,3,447,3,Non,11 %,Non,1,2,1,447,5,5,Infra & Cloud,Y,Occasionnel,1,1
448,43,F,5257,Divorcé(e),Consulting,Consultant,1,80,9,9,7,3,2,2,3,2,4,448,3,Non,11 %,Non,1,3,1,448,10,4,Infra & Cloud,Y,Frequent,0,0
449,27,M,6349,Marié(e),Commercial,Cadre Commercial,0,80,6,5,4,3,3,2,2,4,3,449,3,Oui,13 %,Non,1,0,1,449,1,1,Marketing,Y,Aucun,1,4
450,54,F,4869,Célibataire,Consulting,Assistant de Direction,3,80,20,4,3,4,3,2,3,4,2,450,3,Non,12 %,Non,0,4,1,450,20,4,Infra & Cloud,Y,Frequent,0,3
451,43,F,9985,Marié(e),Consulting,Manager,8,80,10,1,0,3,3,3,1,1,2,451,3,Non,16 %,Non,1,1,1,451,7,3,Infra & Cloud,Y,Occasionnel,0,0
452,45,M,3697,Marié(e),Consulting,Assistant de Direction,9,80,12,10,9,4,3,2,4,1,3,452,3,Non,14 %,Non,2,3,1,452,8,4,Autre,Y,Occasionnel,9,8
453,40,M,7457,Marié(e),Commercial,Cadre Commercial,2,80,6,4,3,2,1,2,4,3,2,453,4,Oui,22 %,Non,3,2,1,453,1,2,Transformation Digitale,Y,Occasionnel,0,2
454,29,M,2119,Marié(e),Consulting,Consultant,1,80,7,7,7,2,1,1,1,4,2,454,3,Oui,11 %,Oui,0,4,1,454,8,4,Autre,Y,Occasionnel,0,7
455,29,M,3983,Célibataire,Consulting,Consultant,0,80,4,3,2,2,2,1,4,3,3,455,3,Non,17 %,Non,0,2,1,455,9,5,Autre,Y,Occasionnel,2,2
456,30,F,6118,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,9,4,2,2,3,3,3,456,3,Non,13 %,Non,3,2,1,456,5,3,Marketing,Y,Occasionnel,1,2
458,27,F,6214,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7,2,3,2,2,1,3,458,3,Non,18 %,Non,1,3,1,458,8,4,Marketing,Y,Occasionnel,0,7
460,37,M,6347,Divorcé(e),Consulting,Tech Lead,7,80,8,6,2,4,3,2,4,3,2,460,3,Non,16 %,Non,2,2,1,460,5,2,Transformation Digitale,Y,Occasionnel,0,4
461,38,M,11510,Divorcé(e),Consulting,Directeur Technique,0,80,12,11,10,3,2,3,4,2,3,461,3,Oui,14 %,Non,1,3,1,461,15,2,Infra & Cloud,Y,Occasionnel,2,9
462,31,F,7143,Célibataire,Consulting,Tech Lead,1,80,11,11,9,3,3,3,4,3,2,462,3,Oui,14 %,Non,0,2,1,462,7,4,Transformation Digitale,Y,Occasionnel,4,10
463,29,F,8268,Divorcé(e),Commercial,Cadre Commercial,1,80,7,7,7,4,2,2,2,1,3,463,3,Oui,14 %,Non,2,2,1,463,10,1,Marketing,Y,Occasionnel,1,7
464,35,M,8095,Célibataire,Consulting,Tech Lead,0,80,17,16,6,3,3,3,2,4,3,464,3,Non,13 %,Non,0,5,1,464,5,4,Entrepreunariat,Y,Occasionnel,0,13
465,23,M,2904,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,3,3,1,4,3,2,465,3,Non,12 %,Non,2,2,1,465,26,1,Infra & Cloud,Y,Occasionnel,0,2
466,41,M,6032,Célibataire,Consulting,Tech Lead,6,80,8,5,4,4,2,2,2,4,3,466,3,Oui,15 %,Non,0,3,1,466,6,3,Transformation Digitale,Y,Occasionnel,1,2
467,47,M,2976,Célibataire,Commercial,Représentant Commercial,3,80,5,0,0,2,3,2,3,1,3,467,3,Non,19 %,Non,0,3,1,467,4,1,Transformation Digitale,Y,Frequent,0,0
468,42,F,15992,Célibataire,Consulting,Directeur Technique,2,80,16,1,0,1,3,4,4,2,3,468,3,Non,14 %,Non,0,2,1,468,23,5,Infra & Cloud,Y,Occasionnel,0,0
469,29,M,4649,Marié(e),Commercial,Cadre Commercial,1,80,4,4,3,4,3,2,3,1,2,469,3,Non,14 %,Non,1,3,1,469,2,3,Infra & Cloud,Y,Aucun,0,2
470,42,M,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2,3,3,1,3,3,3,470,3,Oui,11 %,Non,1,5,1,470,2,1,Entrepreunariat,Y,Occasionnel,1,0
471,32,F,2370,Marié(e),Consulting,Consultant,1,80,8,8,0,3,3,1,2,3,3,471,3,Non,13 %,Non,1,4,1,471,2,3,Transformation Digitale,Y,Occasionnel,0,7
473,48,F,12504,Marié(e),Commercial,Senior Manager,3,80,15,0,0,1,3,3,3,2,1,473,4,Non,21 %,Non,1,3,1,473,29,1,Transformation Digitale,Y,Occasionnel,0,0
474,37,M,5974,Divorcé(e),Consulting,Assistant de Direction,4,80,13,7,7,3,4,2,1,1,3,474,3,Oui,13 %,Non,2,2,1,474,6,3,Transformation Digitale,Y,Occasionnel,6,7
475,30,F,4736,Marié(e),Commercial,Cadre Commercial,7,80,4,2,2,4,3,2,3,2,4,475,3,Oui,12 %,Non,1,2,1,475,25,2,Entrepreunariat,Y,Aucun,2,2
476,26,M,5296,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7,3,3,2,3,2,3,476,3,Non,17 %,Non,1,3,1,476,1,3,Infra & Cloud,Y,Occasionnel,7,7
477,42,M,6781,Célibataire,Consulting,Manager,3,80,14,1,0,1,2,2,4,2,3,477,4,Non,23 %,Non,0,6,1,477,2,4,Autre,Y,Occasionnel,0,0
478,21,F,2174,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,1,2,1,2,3,3,478,3,Oui,11 %,Oui,0,3,1,478,1,1,Entrepreunariat,Y,Frequent,1,2
479,36,F,6653,Célibataire,Commercial,Cadre Commercial,4,80,7,1,0,4,3,2,4,2,3,479,3,Non,15 %,Non,0,6,1,479,1,5,Transformation Digitale,Y,Aucun,0,0
481,36,M,9699,Marié(e),Commercial,Cadre Commercial,4,80,16,13,9,1,2,3,4,1,3,481,3,Non,11 %,Non,1,2,1,481,3,4,Transformation Digitale,Y,Frequent,1,12
482,57,M,6755,Marié(e),Consulting,Manager,2,80,15,3,2,4,3,2,3,3,3,482,3,Non,11 %,Non,0,2,1,482,1,4,Transformation Digitale,Y,Occasionnel,1,2
483,40,F,2213,Marié(e),Consulting,Consultant,3,80,10,7,7,4,4,1,3,3,3,483,3,Oui,13 %,Non,1,3,1,483,10,4,Infra & Cloud,Y,Occasionnel,1,7
484,21,M,2610,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,1,3,1,4,3,2,484,4,Non,24 %,Non,0,3,1,484,9,2,Transformation Digitale,Y,Aucun,2,2
485,33,F,2851,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,4,3,1,3,2,3,485,3,Oui,13 %,Oui,0,2,1,485,5,3,Marketing,Y,Occasionnel,0,0
486,37,F,3452,Marié(e),Consulting,Consultant,6,80,17,5,4,3,3,1,1,2,3,486,4,Non,20 %,Non,1,3,1,486,10,3,Transformation Digitale,Y,Occasionnel,0,3
487,46,F,5258,Marié(e),Consulting,Tech Lead,2,80,7,1,0,3,3,2,3,3,4,487,3,Non,14 %,Non,0,2,1,487,7,4,Transformation Digitale,Y,Aucun,0,0
488,41,M,9355,Célibataire,Commercial,Cadre Commercial,1,80,8,8,7,1,3,2,2,3,3,488,3,Non,18 %,Oui,0,5,1,488,4,3,Marketing,Y,Frequent,7,7
491,50,M,10496,Célibataire,Consulting,Manager,6,80,20,4,3,4,2,3,4,4,3,491,3,Non,15 %,Non,0,2,1,491,10,3,Entrepreunariat,Y,Occasionnel,1,3
492,40,M,6380,Marié(e),Commercial,Cadre Commercial,2,80,8,6,4,3,2,2,3,1,3,492,3,Oui,12 %,Oui,2,6,1,492,22,2,Marketing,Y,Occasionnel,1,0
493,31,M,2657,Célibataire,Consulting,Assistant de Direction,0,80,3,2,2,3,2,1,2,4,3,493,3,Oui,16 %,Non,0,5,1,493,9,4,Infra & Cloud,Y,Occasionnel,2,2
494,21,F,2716,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,4,1,2,4,3,494,3,Non,15 %,Oui,0,0,1,494,12,3,Infra & Cloud,Y,Occasionnel,0,0
495,29,M,2201,Célibataire,Consulting,Assistant de Direction,9,80,6,3,2,4,3,1,4,4,3,495,3,Non,16 %,Non,0,4,1,495,23,3,Infra & Cloud,Y,Occasionnel,1,2
496,35,M,6540,Célibataire,Consulting,Manager,9,80,10,1,1,3,2,2,2,3,3,496,3,Non,19 %,Non,0,5,1,496,9,4,Infra & Cloud,Y,Occasionnel,0,0
497,27,M,3816,Divorcé(e),Consulting,Consultant,1,80,5,5,2,4,3,1,2,2,3,497,3,Non,11 %,Non,1,2,1,497,1,2,Transformation Digitale,Y,Occasionnel,0,4
498,28,M,5253,Célibataire,Commercial,Cadre Commercial,1,80,7,7,5,2,3,2,4,4,3,498,3,Non,16 %,Non,0,1,1,498,9,4,Infra & Cloud,Y,Occasionnel,0,7
499,49,M,10965,Célibataire,Consulting,Manager,8,80,26,5,2,2,2,3,3,3,3,499,4,Non,24 %,Non,0,2,1,499,7,3,Autre,Y,Occasionnel,0,0
500,51,F,4936,Marié(e),Commercial,Cadre Commercial,4,80,18,7,7,3,3,2,4,3,2,500,3,Non,11 %,Non,1,2,1,500,14,2,Infra & Cloud,Y,Occasionnel,0,7
501,36,F,2543,Marié(e),Consulting,Assistant de Direction,4,80,6,2,2,4,3,1,3,2,3,501,3,Non,13 %,Non,1,3,1,501,2,3,Infra & Cloud,Y,Occasionnel,2,2
502,34,M,5304,Célibataire,Commercial,Cadre Commercial,8,80,9,5,2,1,4,2,4,2,2,502,3,Oui,13 %,Oui,0,3,1,502,19,3,Marketing,Y,Aucun,0,4
505,55,F,16659,Célibataire,Consulting,Senior Manager,2,80,30,5,4,3,3,4,4,3,3,505,3,Oui,13 %,Non,0,2,1,505,2,3,Infra & Cloud,Y,Occasionnel,1,2
507,24,F,4260,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2,4,3,2,3,4,4,507,3,Oui,12 %,Non,1,2,1,507,10,4,Marketing,Y,Occasionnel,0,3
508,30,M,2476,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,3,3,1,2,1,3,508,3,Non,18 %,Non,1,3,1,508,2,1,Entrepreunariat,Y,Occasionnel,0,0
510,26,M,3102,Célibataire,Consulting,Assistant de Direction,0,80,7,6,4,3,3,1,1,3,3,510,4,Non,22 %,Oui,0,2,1,510,3,1,Entrepreunariat,Y,Frequent,0,4
511,22,F,2244,Marié(e),Consulting,Assistant de Direction,1,80,2,2,1,1,3,1,2,4,3,511,3,Non,13 %,Non,1,1,1,511,11,3,Transformation Digitale,Y,Occasionnel,1,2
513,36,M,7596,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,2,2,3,3,2,3,513,3,Non,13 %,Non,2,2,1,513,2,2,Transformation Digitale,Y,Occasionnel,9,0
514,30,M,2285,Célibataire,Consulting,Assistant de Direction,9,80,3,1,0,3,3,1,4,3,3,514,4,Oui,23 %,Oui,0,4,1,514,4,3,Entrepreunariat,Y,Frequent,0,0
515,37,F,3034,Divorcé(e),Consulting,Consultant,1,80,18,18,7,4,3,1,1,3,2,515,3,Non,12 %,Non,1,2,1,515,14,3,Infra & Cloud,Y,Occasionnel,12,17
516,40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,80,8,5,4,4,3,2,2,3,3,516,3,Non,12 %,Non,2,5,1,516,2,2,Marketing,Y,Occasionnel,1,3
517,42,F,2576,Divorcé(e),Consulting,Consultant,3,80,8,5,2,2,3,1,1,2,3,517,3,Non,16 %,Non,1,5,1,517,1,4,Infra & Cloud,Y,Occasionnel,1,2
518,37,M,4197,Célibataire,Consulting,Tech Lead,2,80,18,1,0,3,3,2,2,4,2,518,3,Oui,12 %,Non,0,2,1,518,10,4,Infra & Cloud,Y,Occasionnel,0,1
520,43,M,14336,Divorcé(e),Consulting,Directeur Technique,1,80,25,25,10,1,2,4,2,3,3,520,3,Non,11 %,Non,1,3,1,520,12,3,Infra & Cloud,Y,Occasionnel,3,9
521,40,F,3448,Marié(e),Consulting,Consultant,6,80,20,1,0,2,2,2,3,2,3,521,4,Non,22 %,Non,1,3,1,521,2,3,Transformation Digitale,Y,Occasionnel,0,0
522,54,M,19406,Marié(e),Consulting,Directeur Technique,4,80,24,4,2,1,3,5,1,3,2,522,3,Non,11 %,Non,1,4,1,522,5,2,Transformation Digitale,Y,Occasionnel,1,2
523,34,F,6538,Marié(e),Commercial,Cadre Commercial,9,80,6,3,2,3,3,2,3,1,3,523,3,Non,15 %,Non,1,3,1,523,4,4,Marketing,Y,Aucun,1,2
524,31,F,4306,Marié(e),Consulting,Tech Lead,1,80,13,13,10,2,3,2,1,2,1,524,3,Non,12 %,Non,1,5,1,524,7,2,Transformation Digitale,Y,Occasionnel,3,12
525,43,M,2258,Marié(e),Consulting,Consultant,7,80,8,3,2,4,3,1,4,1,3,525,4,Non,20 %,Non,1,1,1,525,21,3,Transformation Digitale,Y,Frequent,1,2
526,43,F,4522,Divorcé(e),Consulting,Manager,4,80,8,5,2,3,3,2,3,4,3,526,3,Oui,14 %,Non,0,3,1,526,8,4,Autre,Y,Occasionnel,0,2
527,25,F,4487,Célibataire,Commercial,Cadre Commercial,1,80,5,5,4,2,2,2,4,2,3,527,3,Oui,11 %,Non,0,3,1,527,4,2,Infra & Cloud,Y,Occasionnel,1,3
529,37,F,4449,Marié(e),Consulting,Assistant de Direction,3,80,15,13,11,2,3,2,3,1,3,529,3,Oui,15 %,Non,2,2,1,529,25,5,Transformation Digitale,Y,Aucun,10,7
530,31,M,2218,Marié(e),Consulting,Consultant,1,80,4,4,2,4,2,1,1,3,3,530,3,Non,12 %,Non,1,3,1,530,1,2,Infra & Cloud,Y,Occasionnel,3,2
531,39,M,19197,Divorcé(e),Consulting,Senior Manager,1,80,21,21,8,2,3,5,3,3,3,531,3,Oui,14 %,Non,1,3,1,531,1,1,Infra & Cloud,Y,Frequent,1,6
532,56,F,13212,Marié(e),Commercial,Cadre Commercial,9,80,36,7,7,3,4,4,1,4,2,532,3,Non,11 %,Non,3,0,1,532,6,3,Infra & Cloud,Y,Frequent,7,7
533,30,F,6577,Célibataire,Commercial,Cadre Commercial,0,80,6,5,4,2,3,2,3,2,3,533,3,Non,11 %,Non,0,6,1,533,12,3,Entrepreunariat,Y,Occasionnel,4,4
534,41,M,8392,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,2,4,3,1,3,3,534,3,Non,16 %,Non,1,2,1,534,1,3,Marketing,Y,Occasionnel,0,7
536,28,M,4558,Divorcé(e),Consulting,Consultant,1,80,10,10,0,3,3,2,1,4,3,536,3,Non,12 %,Non,1,2,1,536,17,2,Transformation Digitale,Y,Occasionnel,1,8
538,25,M,4031,Marié(e),Consulting,Consultant,5,80,6,2,2,1,3,1,1,3,3,538,3,Non,13 %,Oui,1,5,1,538,3,3,Transformation Digitale,Y,Occasionnel,0,2
543,52,M,7969,Marié(e),Consulting,Tech Lead,2,80,28,5,4,4,2,3,3,3,3,543,3,Oui,14 %,Non,0,4,1,543,3,3,Transformation Digitale,Y,Occasionnel,0,4
544,45,M,2654,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2,1,3,1,4,4,2,544,4,Non,21 %,Non,2,3,1,544,10,2,Infra & Cloud,Y,Occasionnel,0,2
546,52,F,16555,Marié(e),Consulting,Senior Manager,2,80,31,5,2,4,3,4,4,4,1,546,3,Non,13 %,Non,0,2,1,546,4,2,Infra & Cloud,Y,Occasionnel,1,4
547,42,F,4556,Divorcé(e),Consulting,Assistant de Direction,2,80,19,5,4,1,3,2,3,2,3,547,3,Non,11 %,Non,1,3,1,547,29,2,Infra & Cloud,Y,Frequent,0,2
548,30,F,6091,Célibataire,Consulting,Tech Lead,2,80,11,5,4,3,1,2,4,3,3,548,4,Non,20 %,Non,0,2,1,548,2,3,Infra & Cloud,Y,Occasionnel,0,2
549,60,F,19566,Marié(e),Consulting,Senior Manager,5,80,33,29,8,1,3,5,1,4,1,549,3,Non,11 %,Non,0,5,1,549,7,3,Infra & Cloud,Y,Occasionnel,11,10
550,46,F,4810,Divorcé(e),Consulting,Tech Lead,2,80,19,10,7,3,3,2,3,3,2,550,3,Non,14 %,Non,1,5,1,550,18,3,Transformation Digitale,Y,Occasionnel,0,8
551,42,F,4523,Marié(e),Consulting,Manager,0,80,7,6,5,4,2,2,4,4,4,551,3,Non,11 %,Non,3,4,1,551,28,4,Entrepreunariat,Y,Frequent,0,4
554,24,F,3202,Célibataire,Commercial,Représentant Commercial,1,80,6,5,3,1,3,1,2,2,3,554,3,Oui,16 %,Oui,0,4,1,554,1,1,Entrepreunariat,Y,Occasionnel,1,4
555,34,F,2351,Divorcé(e),Commercial,Représentant Commercial,0,80,3,2,2,4,1,1,3,4,2,555,3,Non,16 %,Oui,1,3,1,555,6,2,Marketing,Y,Frequent,1,0
556,38,M,1702,Marié(e),Consulting,Consultant,1,80,1,1,0,4,3,1,4,3,3,556,4,Oui,23 %,Non,1,3,1,556,2,2,Infra & Cloud,Y,Frequent,0,0
558,40,F,18041,Marié(e),Commercial,Senior Manager,0,80,21,20,15,3,3,5,3,4,3,558,3,Non,14 %,Non,0,2,1,558,2,4,Infra & Cloud,Y,Occasionnel,1,12
560,26,F,2886,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,1,3,1,4,2,1,560,4,Non,22 %,Non,2,3,1,560,23,3,Infra & Cloud,Y,Occasionnel,0,2
562,30,M,2097,Marié(e),Consulting,Consultant,4,80,9,5,3,3,3,1,4,3,1,562,3,Non,15 %,Non,1,3,1,562,3,3,Infra & Cloud,Y,Aucun,1,4
564,29,M,11935,Marié(e),Consulting,Directeur Technique,1,80,10,10,2,2,2,3,3,3,3,564,3,Non,18 %,Non,0,2,1,564,3,4,Transformation Digitale,Y,Occasionnel,0,7
565,29,F,2546,Marié(e),Consulting,Assistant de Direction,5,80,6,2,2,3,2,1,2,2,4,565,3,Non,16 %,Oui,0,2,1,565,25,5,Entrepreunariat,Y,Occasionnel,1,1
566,19,M,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,80,1,1,0,1,2,1,4,3,4,566,3,Non,12 %,Oui,0,3,1,566,2,2,Entrepreunariat,Y,Occasionnel,0,0
567,30,F,8412,Marié(e),Commercial,Cadre Commercial,0,80,10,9,8,3,3,3,1,3,3,567,3,Non,11 %,Non,0,3,1,567,22,4,Autre,Y,Aucun,7,8
568,57,M,14118,Divorcé(e),Commercial,Senior Manager,3,80,32,1,0,1,2,4,4,3,2,568,3,Non,12 %,Non,1,3,1,568,29,3,Marketing,Y,Occasionnel,0,0
569,50,M,17046,Marié(e),Consulting,Senior Manager,0,80,28,27,10,2,2,4,3,2,3,569,3,Non,15 %,Non,1,2,1,569,29,4,Infra & Cloud,Y,Occasionnel,15,7
571,30,F,2564,Célibataire,Consulting,Consultant,0,80,12,11,7,3,3,1,4,3,2,571,3,Non,14 %,Non,0,2,1,571,2,3,Transformation Digitale,Y,Aucun,6,7
573,60,F,10266,Marié(e),Commercial,Cadre Commercial,4,80,22,18,13,3,2,3,1,4,4,573,3,Non,19 %,Non,0,5,1,573,28,3,Marketing,Y,Frequent,13,11
574,47,F,5070,Divorcé(e),Consulting,Tech Lead,5,80,20,5,0,1,3,2,4,3,3,574,3,Non,13 %,Non,3,2,1,574,2,2,Transformation Digitale,Y,Occasionnel,0,4
575,46,M,17861,Marié(e),Consulting,Directeur Technique,6,80,26,3,2,1,3,4,3,3,1,575,3,Non,13 %,Non,0,2,1,575,2,3,Infra & Cloud,Y,Occasionnel,0,1
577,35,M,4230,Célibataire,Consulting,Consultant,0,80,6,5,4,4,1,1,3,3,3,577,3,Non,15 %,Non,0,2,1,577,22,3,Infra & Cloud,Y,Occasionnel,4,3
578,54,F,3780,Célibataire,Consulting,Consultant,7,80,19,1,0,3,3,2,3,3,3,578,3,Non,11 %,Non,0,3,1,578,8,4,Infra & Cloud,Y,Occasionnel,0,0
579,34,M,2768,Divorcé(e),Consulting,Assistant de Direction,3,80,14,7,3,4,2,1,3,3,3,579,3,Non,12 %,Non,1,3,1,579,2,4,Infra & Cloud,Y,Occasionnel,5,7
580,46,F,9071,Marié(e),Commercial,Cadre Commercial,2,80,15,3,2,3,2,3,4,3,3,580,3,Oui,19 %,Non,1,3,1,580,10,3,Marketing,Y,Occasionnel,1,2
581,31,M,10648,Divorcé(e),Consulting,Tech Lead,1,80,13,13,8,3,3,3,2,4,4,581,4,Non,25 %,Non,1,6,1,581,9,1,Infra & Cloud,Y,Occasionnel,0,8
582,33,M,13610,Marié(e),Consulting,Senior Manager,7,80,15,7,6,2,3,3,3,4,4,582,3,Oui,12 %,Oui,0,2,1,582,15,1,Transformation Digitale,Y,Occasionnel,7,7
584,33,M,3408,Divorcé(e),Consulting,Consultant,7,80,8,4,3,1,1,1,4,1,3,584,3,Non,13 %,Oui,3,2,1,584,10,1,Transformation Digitale,Y,Occasionnel,1,3
585,30,M,2983,Célibataire,Commercial,Représentant Commercial,0,80,4,3,2,4,3,1,2,1,3,585,3,Non,14 %,Non,0,3,1,585,7,1,Marketing,Y,Occasionnel,1,2
586,35,M,7632,Marié(e),Consulting,Manager,4,80,10,8,7,4,3,3,3,3,3,586,3,Oui,12 %,Non,0,2,1,586,16,3,Infra & Cloud,Y,Occasionnel,0,0
587,31,M,9824,Marié(e),Consulting,Manager,3,80,12,1,0,1,3,3,3,1,3,587,3,Non,12 %,Oui,0,2,1,587,20,3,Infra & Cloud,Y,Frequent,0,0
590,34,F,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,80,11,3,2,2,3,3,1,3,3,590,3,Oui,15 %,Oui,3,2,1,590,23,3,Ressources Humaines,Y,Frequent,0,2
591,42,M,2093,Marié(e),Consulting,Consultant,4,80,8,2,2,2,3,1,3,4,3,591,3,Non,17 %,Non,1,4,1,591,5,2,Autre,Y,Frequent,2,0
592,36,M,9980,Célibataire,Commercial,Cadre Commercial,1,80,10,10,3,2,3,3,4,4,2,592,3,Non,14 %,Non,0,3,1,592,10,4,Transformation Digitale,Y,Aucun,9,7
593,22,M,3894,Célibataire,Consulting,Consultant,5,80,4,2,2,3,2,1,3,3,3,593,3,Non,16 %,Oui,0,3,1,593,4,1,Entrepreunariat,Y,Frequent,1,2
595,48,F,4051,Marié(e),Commercial,Cadre Commercial,2,80,14,9,7,2,3,2,4,1,3,595,3,Non,14 %,Non,1,2,1,595,2,5,Marketing,Y,Occasionnel,6,7
597,55,F,16835,Célibataire,Commercial,Senior Manager,3,80,37,10,9,1,3,4,2,4,3,597,4,Non,23 %,Non,0,2,1,597,18,5,Infra & Cloud,Y,Occasionnel,7,7
599,41,M,6230,Célibataire,Commercial,Cadre Commercial,7,80,16,14,3,4,3,2,4,4,3,599,3,Non,14 %,Non,0,3,1,599,10,2,Infra & Cloud,Y,Aucun,1,10
600,35,M,4717,Marié(e),Commercial,Cadre Commercial,9,80,15,11,9,2,3,2,3,3,3,600,3,Non,11 %,Non,0,2,1,600,1,3,Marketing,Y,Occasionnel,6,9
601,40,F,13237,Célibataire,Consulting,Tech Lead,7,80,22,20,6,2,3,4,3,3,3,601,3,Non,15 %,Non,0,3,1,601,6,3,Infra & Cloud,Y,Occasionnel,5,13
602,39,F,3755,Marié(e),Consulting,Consultant,1,80,8,8,3,3,3,1,3,1,3,602,3,Non,11 %,Non,1,3,1,602,8,1,Infra & Cloud,Y,Frequent,0,7
604,31,M,6582,Célibataire,Commercial,Cadre Commercial,4,80,10,6,5,2,3,2,4,3,4,604,3,Oui,13 %,Non,0,2,1,604,2,1,Infra & Cloud,Y,Occasionnel,0,5
605,42,M,7406,Marié(e),Consulting,Tech Lead,1,80,10,10,9,4,3,3,1,4,2,605,4,Oui,21 %,Non,1,5,1,605,24,3,Transformation Digitale,Y,Occasionnel,5,8
606,45,M,4805,Marié(e),Commercial,Cadre Commercial,0,80,9,8,7,4,3,2,2,2,4,606,3,Non,19 %,Non,1,3,1,606,2,3,Autre,Y,Occasionnel,3,7
608,26,F,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,80,8,7,7,2,3,1,3,2,2,608,3,Oui,11 %,Oui,1,2,1,608,17,4,Infra & Cloud,Y,Frequent,1,0
