age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,departement_Consulting,departement_Ressources Humaines,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,mobilite_interne_ratio,ratio_anciennete,delta_evaluation
36,0,9699,4,16,13,9,1,3,4,1,3,3,0,11.0,1,2,3,4,2,1,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6923076390532585,0.7647058373702448,1
57,0,6755,2,15,3,2,4,2,3,3,3,3,0,11.0,0,2,1,4,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.599999880000024,0
40,1,2213,3,10,7,7,4,1,3,3,3,3,1,13.0,1,3,10,4,1,1,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9999998571428775,0.699999930000007,-1
21,0,2610,1,3,3,2,1,1,4,3,2,4,0,24.0,0,3,9,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666664444445185,0.7499998125000469,1
33,1,2851,1,1,1,0,4,1,3,2,3,3,1,13.0,0,2,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.499999750000125,0
37,1,3452,6,17,5,4,3,1,1,2,3,4,0,20.0,1,3,10,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.4545454132231443,1
46,1,5258,2,7,1,0,3,2,3,3,4,3,0,14.0,0,2,7,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.33333322222225925,0
41,0,9355,1,8,8,7,1,2,2,3,3,3,0,18.0,0,5,4,3,2,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8749998906250137,0.8888887901234679,0
50,0,10496,6,20,4,3,4,3,4,4,3,3,0,15.0,0,2,10,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7499998125000469,0.39999996000000404,1
40,0,6380,2,8,6,4,3,2,3,1,3,3,1,12.0,2,6,22,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666665555555741,0.7499999062500118,1
31,0,2657,0,3,2,2,3,1,2,4,3,3,1,16.0,0,5,9,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.99999950000025,1
21,1,2716,1,1,1,0,3,1,2,4,3,3,0,15.0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.499999750000125,-1
29,0,2201,9,6,3,2,4,1,4,4,3,3,0,16.0,0,4,23,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.2499999791666684,0
35,0,6540,9,10,1,1,3,2,2,3,3,3,0,19.0,0,5,9,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9999990000010001,0.09999999000000101,1
27,0,3816,1,5,5,2,4,1,2,2,3,3,0,11.0,1,2,1,2,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.399999920000016,0.8333331944444675,0
28,0,5253,1,7,7,5,2,2,4,4,3,3,0,16.0,0,1,9,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7142856122449125,0.8749998906250137,0
49,0,10965,8,26,5,2,2,3,3,3,3,4,0,24.0,0,2,7,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.399999920000016,0.3846153550295881,2
51,1,4936,4,18,7,7,3,2,4,3,2,3,0,11.0,1,2,14,2,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9999998571428775,0.636363578512402,0
36,1,2543,4,6,2,2,4,1,3,2,3,3,0,13.0,1,3,2,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.33333327777778704,0
34,0,5304,8,9,5,2,1,2,4,2,2,3,1,13.0,0,3,19,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.399999920000016,0.3846153550295881,-1
55,1,16659,2,30,5,4,3,4,4,3,3,3,1,13.0,0,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.799999840000032,0.7142856122449125,0
24,1,4260,1,5,5,2,4,2,3,4,4,3,1,12.0,1,2,10,4,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.399999920000016,0.8333331944444675,0
30,0,2476,1,1,1,0,3,1,2,1,3,3,0,18.0,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.499999750000125,0
26,0,3102,0,7,6,4,3,1,1,3,3,4,0,22.0,0,2,3,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666665555555741,0.9999998333333611,1
22,1,2244,1,2,2,1,1,1,2,4,3,3,0,13.0,1,1,11,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.499999750000125,0.6666664444445185,0
36,0,7596,1,10,10,9,2,3,3,2,3,3,0,13.0,2,2,2,2,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8999999100000091,0.9090908264462886,1
30,0,2285,9,3,1,0,3,1,4,3,3,4,1,23.0,0,4,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.09999999000000101,1
37,1,3034,1,18,18,7,4,1,1,3,2,3,0,12.0,1,2,14,3,1,12,17,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3888888672839518,0.9473683711911383,0
40,1,5715,7,8,5,4,4,2,2,3,3,3,0,12.0,2,5,2,2,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.799999840000032,0.41666663194444736,0
42,1,2576,3,8,5,2,2,1,1,2,3,3,0,16.0,1,5,1,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.399999920000016,0.6249999218750099,0
37,0,4197,2,18,1,0,3,2,2,4,2,3,1,12.0,0,2,10,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.33333322222225925,0
43,0,14336,1,25,25,10,1,4,2,3,3,3,0,11.0,1,3,12,3,1,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.39999998400000064,0.9615384245562144,1
40,1,3448,6,20,1,0,2,2,3,2,3,4,0,22.0,1,3,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1428571224489825,2
54,0,19406,4,24,4,2,1,5,1,3,2,3,0,11.0,1,4,5,2,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.49999987500003124,0.4999999375000079,0
34,1,6538,9,6,3,2,3,2,3,1,3,3,0,15.0,1,3,4,4,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666664444445185,0.2499999791666684,0
31,1,4306,1,13,13,10,2,2,1,2,1,3,0,12.0,1,5,7,2,1,3,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7692307100591762,0.9285713622449028,0
43,0,2258,7,8,3,2,4,1,4,1,3,4,0,20.0,1,1,21,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.299999970000003,1
43,1,4522,4,8,5,2,3,2,3,4,3,3,1,14.0,0,3,8,4,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.399999920000016,0.5555554938271674,0
25,1,4487,1,5,5,4,2,2,4,2,3,3,1,11.0,0,3,4,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.8333331944444675,1
37,1,4449,3,15,13,11,2,2,3,1,3,3,1,15.0,2,2,25,5,0,10,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8461537810650938,0.8124999492187531,0
31,0,2218,1,4,4,2,4,1,1,3,3,3,0,12.0,1,3,1,2,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.49999987500003124,0.799999840000032,1
39,0,19197,1,21,21,8,2,5,3,3,3,3,1,14.0,1,3,1,1,2,1,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.38095236281179223,0.9545454111570267,0
56,1,13212,9,36,7,7,3,4,1,4,2,3,0,11.0,3,0,6,3,2,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9999998571428775,0.4374999726562517,-1
30,1,6577,0,6,5,4,2,2,3,2,3,3,0,11.0,0,6,12,3,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.799999840000032,0.99999980000004,0
41,0,8392,1,10,10,7,2,3,1,3,3,3,0,16.0,1,2,1,3,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.699999930000007,0.9090908264462886,-1
28,0,4558,1,10,10,0,3,2,1,4,3,3,0,12.0,1,2,17,2,1,1,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.9090908264462886,0
25,0,4031,5,6,2,2,1,1,1,3,3,3,0,13.0,1,5,3,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.285714244897965,0
52,0,7969,2,28,5,4,4,3,3,3,3,3,1,14.0,0,4,3,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.799999840000032,0.7142856122449125,1
45,0,2654,3,8,2,2,1,1,4,4,2,4,0,21.0,2,3,10,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.399999920000016,1
52,1,16555,2,31,5,2,4,4,4,4,1,3,0,13.0,0,2,4,2,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.399999920000016,0.7142856122449125,0
42,1,4556,2,19,5,4,1,2,3,2,3,3,0,11.0,1,3,29,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.7142856122449125,0
30,1,6091,2,11,5,4,3,2,4,3,3,4,0,20.0,0,2,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.799999840000032,0.7142856122449125,3
60,1,19566,5,33,29,8,1,5,1,4,1,3,0,11.0,0,5,7,3,1,11,10,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.27586205945303244,0.8529411513840839,0
46,1,4810,2,19,10,7,3,2,3,3,2,3,0,14.0,1,5,18,3,1,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.699999930000007,0.8333332638888947,0
42,1,4523,0,7,6,5,4,2,4,4,4,3,0,11.0,3,4,28,4,2,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8333331944444675,0.9999998333333611,1
24,1,3202,1,6,5,3,1,1,2,2,3,3,1,16.0,0,4,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.599999880000024,0.8333331944444675,0
34,1,2351,0,3,2,2,4,1,3,4,2,3,0,16.0,1,3,6,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.99999950000025,0.99999950000025,2
38,0,1702,1,1,1,0,4,1,4,3,3,4,1,23.0,1,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
40,1,18041,0,21,20,15,3,5,3,4,3,3,0,14.0,0,2,2,4,1,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7499999625000018,0.9999999500000024,0
26,1,2886,1,3,3,2,1,1,4,2,1,4,0,22.0,2,3,23,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.7499998125000469,1
30,0,2097,4,9,5,3,3,1,4,3,1,3,0,15.0,1,3,3,3,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.599999880000024,0.5555554938271674,0
29,0,11935,1,10,10,2,2,3,3,3,3,3,0,18.0,0,2,3,4,1,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.19999998000000202,0.9090908264462886,1
29,1,2546,5,6,2,2,3,1,2,2,4,3,0,16.0,0,2,25,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99999950000025,0.285714244897965,1
19,0,2564,1,1,1,0,1,1,4,3,4,3,0,12.0,0,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.499999750000125,1
30,1,8412,0,10,9,8,3,3,1,3,3,3,0,11.0,0,3,22,4,0,7,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888887901234679,0.9999998888889013,0
57,0,14118,3,32,1,0,1,4,4,3,2,3,0,12.0,1,3,29,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.24999993750001562,1
50,0,17046,0,28,27,10,2,4,3,2,3,3,0,15.0,1,2,29,4,1,15,7,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.37037035665294976,0.9999999629629643,1
30,1,2564,0,12,11,7,3,1,4,3,2,3,0,14.0,0,2,2,3,0,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.636363578512402,0.9999999090909174,0
60,1,10266,4,22,18,13,3,3,1,4,4,3,0,19.0,0,5,28,3,2,13,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7222221820987677,0.8181817809917372,1
47,1,5070,5,20,5,0,1,2,4,3,3,3,0,13.0,3,2,2,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.499999950000005,0
46,0,17861,6,26,3,2,1,4,3,3,1,3,0,13.0,0,2,2,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.33333329629630043,0
35,0,4230,0,6,5,4,4,1,3,3,3,3,0,15.0,0,2,22,3,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.99999980000004,2
54,1,3780,7,19,1,0,3,2,3,3,3,3,0,11.0,0,3,8,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.12499998437500197,0
34,0,2768,3,14,7,3,4,1,3,3,3,3,0,12.0,1,3,2,4,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4285713673469475,0.699999930000007,1
46,1,9071,2,15,3,2,3,3,4,3,3,3,1,19.0,1,3,10,3,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666664444445185,0.599999880000024,1
31,0,10648,1,13,13,8,3,3,2,4,4,4,0,25.0,1,6,9,1,1,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.615384568047341,0.9285713622449028,1
33,0,13610,7,15,7,6,2,3,3,4,4,3,1,12.0,0,2,15,1,1,7,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.857142734693895,0.49999996428571686,0
33,0,3408,7,8,4,3,1,1,4,1,3,3,0,13.0,3,2,10,1,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7499998125000469,0.3636363305785154,2
30,0,2983,0,4,3,2,4,1,2,1,3,3,0,14.0,0,3,7,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6666664444445185,0.9999996666667778,0
35,0,7632,4,10,8,7,4,3,3,3,3,3,1,12.0,0,2,16,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8749998906250137,0.6666666111111158,0
31,0,9824,3,12,1,0,1,3,3,1,3,3,0,12.0,0,2,20,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.24999993750001562,0
34,1,9950,9,11,3,2,2,3,1,3,3,3,1,15.0,3,2,23,3,2,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6666664444445185,0.2499999791666684,0
42,0,2093,4,8,2,2,2,1,3,4,3,3,0,17.0,1,4,5,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.99999950000025,0.33333327777778704,0
36,0,9980,1,10,10,3,2,3,4,4,2,3,0,14.0,0,3,10,4,0,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.299999970000003,0.9090908264462886,0
22,0,3894,5,4,2,2,3,1,3,3,3,3,0,16.0,0,3,4,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.99999950000025,0.285714244897965,1
48,1,4051,2,14,9,7,2,2,4,1,3,3,0,14.0,1,2,2,5,1,6,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7777776913580343,0.8181817438016598,0
55,1,16835,3,37,10,9,1,4,2,4,3,4,0,23.0,0,2,18,5,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8999999100000091,0.7692307100591762,1
41,0,6230,7,16,14,3,4,2,4,4,3,3,0,14.0,0,3,10,2,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21428569897959293,0.6666666349206364,0
35,0,4717,9,15,11,9,2,2,3,3,3,3,0,11.0,0,2,1,3,1,6,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8181817438016598,0.5499999725000013,0
40,1,13237,7,22,20,6,2,4,3,3,3,3,0,15.0,0,3,6,3,1,5,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.29999998500000075,0.7407407133058995,0
39,1,3755,1,8,8,3,3,1,3,1,3,3,0,11.0,1,3,8,1,2,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3749999531250059,0.8888887901234679,0
31,0,6582,4,10,6,5,2,2,4,3,4,3,1,13.0,0,2,2,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8333331944444675,0.599999940000006,0
42,0,7406,1,10,10,9,4,3,1,4,2,4,1,21.0,1,5,24,3,1,5,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8999999100000091,0.9090908264462886,1
45,0,4805,0,9,8,7,4,2,2,2,4,3,0,19.0,1,3,2,3,1,3,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8749998906250137,0.9999998750000157,0
26,1,2741,0,8,7,7,2,1,3,2,2,3,1,11.0,1,2,17,4,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9999998571428775,0.9999998571428775,0
29,0,4262,4,8,3,2,4,2,4,2,4,3,0,12.0,2,2,19,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6666664444445185,0.4285713673469475,0
33,1,16184,4,10,6,1,1,4,3,3,3,3,0,19.0,1,2,1,5,1,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.16666663888889352,0.599999940000006,-1
31,0,11557,9,10,5,4,3,3,4,3,2,4,0,21.0,1,3,7,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.799999840000032,0.3571428316326549,2
18,0,1878,1,0,0,0,2,1,2,4,3,3,1,14.0,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0
40,0,10932,3,20,1,0,3,3,1,3,3,3,0,15.0,1,2,28,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24999993750001562,2
41,1,6811,2,10,8,7,1,2,3,1,3,3,1,17.0,0,3,2,4,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8749998906250137,0.7999999200000081,1
26,0,4306,5,8,0,0,1,2,3,1,3,3,0,12.0,2,5,29,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
35,1,4859,1,5,5,4,1,2,3,4,3,3,0,16.0,0,3,1,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.8333331944444675,0
34,0,5337,1,10,10,7,4,2,4,4,3,3,0,12.0,0,3,21,4,1,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.699999930000007,0.9090908264462886,-1
26,0,2340,1,1,1,0,3,1,4,2,1,3,1,18.0,0,3,24,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.499999750000125,2
37,1,7491,4,12,6,5,2,3,4,4,4,3,0,17.0,0,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8333331944444675,0.599999940000006,0
46,1,10527,5,28,2,2,1,3,3,4,2,3,0,11.0,0,3,18,1,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.99999950000025,0.285714244897965,0
41,1,16595,7,22,18,16,2,4,1,2,3,3,0,16.0,1,2,2,5,1,11,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8888888395061756,0.7199999712000011,0
37,0,8834,1,9,9,5,1,3,2,4,3,3,0,13.0,1,6,9,4,0,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5555554938271674,0.8999999100000091,0
52,0,5577,3,18,10,9,4,2,1,2,3,3,1,12.0,2,3,6,2,1,6,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8999999100000091,0.7692307100591762,0
32,0,4707,8,6,4,2,4,2,3,4,3,3,0,12.0,0,2,11,4,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49999987500003124,0.3333333055555579,-1
24,0,2400,0,3,2,2,4,1,4,3,3,3,0,13.0,2,3,24,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99999950000025,0.99999950000025,0
38,1,9824,3,18,1,0,3,2,3,3,3,3,0,19.0,1,4,10,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.24999993750001562,0
37,1,6447,6,8,6,5,2,2,2,2,2,3,0,12.0,1,2,1,4,1,4,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8333331944444675,0.4999999583333368,0
49,0,19502,1,31,31,9,4,5,3,3,3,3,1,17.0,1,5,18,4,1,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29032257127991706,0.9687499697265636,1
24,0,2725,1,6,6,5,2,1,4,2,3,3,1,11.0,2,3,23,3,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8333331944444675,0.857142734693895,-1
26,0,6272,1,6,5,3,1,2,2,4,4,4,0,20.0,2,5,28,2,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.599999880000024,0.8333331944444675,1
24,0,2127,1,1,1,0,4,1,2,4,3,4,0,21.0,1,2,17,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.499999750000125,2
50,0,18200,1,32,32,5,1,5,2,3,3,3,0,11.0,1,2,3,3,2,10,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.15624999511718765,0.969696940312214,0
25,0,2096,1,7,7,4,2,1,3,3,3,3,0,11.0,0,1,13,1,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.57142848979593,0.8749998906250137,0
24,1,2886,1,6,6,3,1,1,3,4,3,3,1,16.0,1,4,7,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.49999991666668053,0.857142734693895,0
30,0,2033,1,1,1,0,2,1,1,3,4,3,0,18.0,1,2,12,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
34,0,3622,1,6,6,5,2,1,4,4,3,3,1,13.0,1,3,1,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8333331944444675,0.857142734693895,1
31,0,4233,2,9,3,1,2,2,1,3,1,3,0,17.0,0,2,13,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.33333322222225925,0.599999880000024,0
35,0,3681,4,9,3,2,1,2,4,4,3,3,0,14.0,0,3,25,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666664444445185,0.4285713673469475,1
31,0,5460,4,13,7,7,1,2,4,4,4,4,0,22.0,2,4,6,4,1,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9999998571428775,0.636363578512402,0
27,1,2187,0,6,5,3,1,1,3,3,2,3,0,12.0,2,5,6,4,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.99999980000004,1
37,0,9602,4,17,3,0,4,2,3,3,2,3,1,11.0,1,3,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.4285713673469475,0
20,1,2836,1,1,1,0,4,1,2,4,4,3,0,13.0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
42,1,4089,1,10,10,2,3,2,4,2,3,3,0,13.0,2,4,2,4,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19999998000000202,0.9090908264462886,0
43,0,16627,4,21,1,0,2,4,4,3,2,3,1,14.0,1,3,6,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.199999960000008,1
38,1,2619,3,8,0,0,3,1,1,4,2,3,0,17.0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
43,0,5679,3,10,8,7,4,2,3,2,3,3,1,13.0,1,3,9,5,2,4,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.7272726611570308,0
48,1,15402,7,21,3,2,4,4,1,1,1,3,0,11.0,1,3,1,4,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6666664444445185,0.299999970000003,1
44,1,5985,4,10,2,2,1,2,3,2,4,3,0,11.0,0,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.99999950000025,0.33333327777778704,1
